Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Averaged_Sales
451,Dragon Ball Z: Budokai,PS2,2002.00,Fighting,Atari,2.17,0.28,0.55,0.08,3.09,0.794344473
452,Madden NFL 2002,PS2,2001.00,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08,0.791773779
453,World Class Track Meet,NES,1986.00,Sports,Namco Bandai Games,1.92,0.45,0.64,0.07,3.08,0.791773779
456,Donkey Kong,GB,1994.00,Platform,Nintendo,1.57,0.62,0.55,0.34,3.07,0.789203085
457,The Sims: Vacation,PC,2002.00,Simulation,Electronic Arts,1.72,1.21,0,0.14,3.07,0.789203085
458,Mass Effect 3,X360,2012.00,Role-Playing,Electronic Arts,1.94,0.86,0.03,0.24,3.07,0.789203085
455,The Legend of Zelda: A Link Between Worlds,3DS,2013.00,Action,Nintendo,1.4,0.99,0.46,0.22,3.07,0.789203085
454,Borderlands 2,X360,2012.00,Shooter,Take-Two Interactive,1.89,0.91,0.04,0.24,3.07,0.789203085
459,Kung Fu Panda,X360,2008.00,Action,Activision,1.91,0.84,0,0.29,3.05,0.784061697
460,Far Cry 3,X360,2012.00,Shooter,Ubisoft,1.38,1.35,0.02,0.28,3.04,0.781491003
461,Epic Mickey,Wii,2010.00,Platform,Disney Interactive Studios,2.06,0.64,0.12,0.22,3.04,0.781491003
463,Rayman,PS,1995.00,Platform,Ubisoft,1.54,1.33,0,0.16,3.03,0.778920308
462,Saints Row 2,X360,2008.00,Action,THQ,1.94,0.8,0.02,0.27,3.03,0.778920308
467,WWE SmackDown! Shut Your Mouth,PS2,2002.00,Sports,THQ,1.45,1.13,0.07,0.38,3.02,0.776349614
465,Tom Clancy's Splinter Cell,XB,2002.00,Action,Ubisoft,1.85,1.04,0,0.13,3.02,0.776349614
464,Killzone 2,PS3,2009.00,Shooter,Sony Computer Entertainment,1.4,1.07,0.08,0.47,3.02,0.776349614
466,Mike Tyson's Punch-Out!!,NES,1987.00,Fighting,Nintendo,2.03,0.47,0.45,0.07,3.02,0.776349614
469,NBA 2K13,X360,2012.00,Sports,Take-Two Interactive,2.6,0.21,0.01,0.19,3,0.771208226
470,Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007.00,Fighting,Atari,1.15,0,0.76,1.09,3,0.771208226
471,wwe Smackdown vs. Raw 2006,PS2,,Fighting,,1.57,1.02,0,0.41,3,0.771208226
468,Gears of War: Ultimate Edition,XOne,2015.00,Shooter,Microsoft Game Studios,2.38,0.32,0,0.31,3,0.771208226
475,World Soccer Winning Eleven 6 International,PS2,2002.00,Sports,Konami Digital Entertainment,0.12,1.26,1.16,0.45,2.99,0.768637532
476,Devil May Cry,PS2,2001.00,Action,Capcom,1.36,0.86,0.64,0.13,2.99,0.768637532
473,Star Fox,SNES,1993.00,Shooter,Nintendo,1.61,0.51,0.8,0.07,2.99,0.768637532
474,The Sims: Livin Large,PC,2000.00,Misc,Electronic Arts,1.67,1.18,0,0.13,2.99,0.768637532
472,Middle-Earth: Shadow of Mordor,PS4,2014.00,Action,Warner Bros. Interactive Entertainment,1.01,1.41,0.05,0.53,2.99,0.768637532
477,Animal Crossing: Happy Home Designer,3DS,2015.00,Simulation,Nintendo,0.47,1,1.39,0.12,2.98,0.766066838
478,Battlefield: Bad Company 2,PS3,2010.00,Shooter,Electronic Arts,1.33,1.12,0.08,0.45,2.97,0.763496144
479,The Sims 4,PC,2014.00,Simulation,Electronic Arts,0.96,1.72,0,0.29,2.97,0.763496144
480,Star Wars: The Old Republic,PC,2011.00,Role-Playing,Electronic Arts,1.58,1.01,0,0.38,2.97,0.763496144
482,Kirby Super Star Ultra,DS,2008.00,Platform,Nintendo,1.57,0.04,1.19,0.15,2.96,0.76092545
483,Hitman 2: Silent Assassin,PS2,2002.00,Action,Eidos Interactive,1.36,1.15,0.04,0.41,2.96,0.76092545
481,Sonic Heroes,PS2,2003.00,Platform,Sega,1.04,1.37,0.06,0.49,2.96,0.76092545
484,Street Fighter IV,X360,2009.00,Fighting,Capcom,1.82,0.71,0.15,0.26,2.95,0.758354756
485,Wave Race 64,N64,1996.00,Racing,Nintendo,1.98,0.58,0.34,0.04,2.94,0.755784062
486,SOCOM II: U.S. Navy SEALs,PS2,2003.00,Shooter,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94,0.755784062
487,WWE SmackDown! vs. RAW 2006,PS2,2005.00,Fighting,THQ,1.45,1.11,0.04,0.33,2.94,0.755784062
488,inFAMOUS,PS3,2009.00,Action,Sony Computer Entertainment,1.76,0.69,0.12,0.37,2.94,0.755784062
489,Pac-Man Collection,GBA,2001.00,Puzzle,Atari,2.07,0.77,0.05,0.05,2.94,0.755784062
490,Mass Effect,X360,2007.00,Role-Playing,Microsoft Game Studios,1.83,0.8,0.03,0.27,2.93,0.753213368
491,WarioWare: Smooth Moves,Wii,2006.00,Puzzle,Nintendo,0.87,1.06,0.73,0.26,2.92,0.750642674
492,Cooking Mama: Cook Off,Wii,2007.00,Simulation,505 Games,1.43,1.13,0.05,0.3,2.91,0.748071979
493,Super Mario World 2: Yoshi's Island,GBA,2002.00,Platform,Nintendo,1.75,0.45,0.62,0.09,2.91,0.748071979
494,FIFA 14,PS4,2013.00,Sports,Electronic Arts,0.61,1.85,0.11,0.33,2.9,0.745501285
495,Titanfall,XOne,2014.00,Shooter,Electronic Arts,1.84,0.8,0.04,0.22,2.9,0.745501285
496,Sonic Mega Collection Plus,PS2,2004.00,Misc,Sega,1.54,1.14,0,0.22,2.9,0.745501285
497,Sega Superstars Tennis,X360,2008.00,Sports,Sega,1.75,0.86,0,0.28,2.9,0.745501285
498,World Soccer Winning Eleven 7 International,PS2,2003.00,Sports,Konami Digital Entertainment,0.08,1.24,1.13,0.45,2.9,0.745501285
500,Hot Shots Golf 3,PS2,2001.00,Sports,Sony Computer Entertainment,0.99,0.32,1.38,0.2,2.89,0.742930591
501,Call of Duty: Finest Hour,PS2,2004.00,Shooter,Activision,1.51,1.12,0.01,0.24,2.89,0.742930591
499,Need for Speed: Most Wanted,PS3,2012.00,Racing,Electronic Arts,0.71,1.51,0.06,0.61,2.89,0.742930591
504,Imagine: Babyz,DS,2007.00,Simulation,Ubisoft,1.3,1.27,0,0.31,2.88,0.740359897
502,Zumba Fitness 2,Wii,2011.00,Sports,Majesco Entertainment,1.54,1.07,0,0.28,2.88,0.740359897
503,Syphon Filter,PS,1999.00,Shooter,Sony Computer Entertainment,2.03,0.72,0.02,0.11,2.88,0.740359897
505,Colin McRae Rally,PS,1998.00,Racing,Codemasters,0.09,2.43,0.12,0.22,2.87,0.737789203
508,The Elder Scrolls III: Morrowind,XB,2002.00,Role-Playing,Ubisoft,2.09,0.63,0.03,0.11,2.86,0.735218509
507,Madden NFL 13,X360,2012.00,Sports,Electronic Arts,2.53,0.16,0,0.17,2.86,0.735218509
506,Call of Duty: Ghosts,XOne,2013.00,Shooter,Activision,1.87,0.77,0,0.22,2.86,0.735218509
514,FIFA 16,PS3,2015.00,Sports,Electronic Arts,0.4,1.98,0.05,0.42,2.85,0.732647815
513,Skylanders: Spyro's Adventure,Wii,2011.00,Action,Activision,1.4,1.14,0,0.31,2.85,0.732647815
512,Command & Conquer: Red Alert,PC,1996.00,Strategy,Virgin Interactive,1.37,1.34,0,0.14,2.85,0.732647815
510,F-Zero,SNES,1990.00,Racing,Nintendo,1.37,0.51,0.89,0.07,2.85,0.732647815
509,Mortal Kombat,PS3,2011.00,Fighting,Warner Bros. Interactive Entertainment,1.98,0.55,0,0.32,2.85,0.732647815
511,Yoshi's Story,N64,1997.00,Platform,Nintendo,1.29,0.53,0.98,0.05,2.85,0.732647815
515,Assassin's Creed: Brotherhood,PS3,2010.00,Action,Ubisoft,1.87,0.57,0.11,0.3,2.84,0.730077121
516,BioShock,X360,2007.00,Shooter,Take-Two Interactive,1.65,0.86,0.05,0.28,2.83,0.727506427
517,Madden NFL 10,X360,2009.00,Sports,Electronic Arts,2.52,0.09,0,0.22,2.83,0.727506427
518,Medal of Honor,PS3,2010.00,Shooter,Electronic Arts,1.28,1.05,0.07,0.43,2.83,0.727506427
519,WWE SmackDown! vs. Raw,PS2,2002.00,Fighting,THQ,1.32,1.08,0.04,0.39,2.83,0.727506427
521,Finding Nemo,GBA,2003.00,Action,THQ,1.59,1.05,0.04,0.14,2.82,0.724935733
520,Metroid Prime,GC,2002.00,Shooter,Nintendo,1.96,0.67,0.1,0.09,2.82,0.724935733
524,Imagine: Fashion Designer,DS,2007.00,Simulation,Ubisoft,1.32,1.19,0,0.3,2.81,0.722365039
523,Need for Speed: Hot Pursuit,PS3,2010.00,Racing,Electronic Arts,1.05,1.25,0.03,0.48,2.81,0.722365039
522,Myst,PC,1994.00,Adventure,Red Orb,0.02,2.79,0,0,2.81,0.722365039
527,Yoshi's Island DS,DS,2006.00,Platform,Nintendo,1.47,0.07,1.1,0.15,2.8,0.719794344
525,WWE SmackDown! Here Comes the Pain,PS2,2003.00,Fighting,THQ,1.32,1.06,0.04,0.38,2.8,0.719794344
526,Star Wars: The Force Unleashed,X360,2008.00,Action,LucasArts,1.74,0.8,0,0.26,2.8,0.719794344
534,Battlefield 3,PC,2011.00,Shooter,Electronic Arts,0.89,1.43,0,0.48,2.79,0.71722365
528,Hot Shots Golf,PS,1997.00,Sports,Sony Computer Entertainment,0.29,0.2,2.13,0.18,2.79,0.71722365
537,Monster Hunter Tri,3DS,2011.00,Role-Playing,Nintendo,0.46,0.29,1.96,0.07,2.79,0.71722365
536,Professor Layton and the Last Specter,DS,2009.00,Puzzle,Nintendo,0.3,1.47,0.68,0.34,2.79,0.71722365
535,NBA Street,PS2,2001.00,Sports,Electronic Arts,2.19,0.22,0,0.38,2.79,0.71722365
531,WWF SmackDown! Just Bring It,PS2,2001.00,Fighting,THQ,1.19,1.15,0.04,0.41,2.79,0.71722365
533,Mortal Kombat Trilogy,PS,1996.00,Fighting,GT Interactive,1.98,0.7,0,0.11,2.79,0.71722365
532,Dragon Quest V: Tenkuu no Hanayome,SNES,1992.00,Role-Playing,Enix Corporation,0,0,2.78,0.01,2.79,0.71722365
530,A Bug's Life,PS,1998.00,Platform,Sony Computer Entertainment,1.96,0.72,0,0.11,2.79,0.71722365
529,Killzone 3,PS3,2011.00,Shooter,Sony Computer Entertainment,1.45,0.88,0.09,0.38,2.79,0.71722365
541,Tekken 6,PS3,2009.00,Fighting,Namco Bandai Games,1.2,0.98,0.17,0.43,2.78,0.714652956
540,Ratchet & Clank: Going Commando,PS2,2003.00,Platform,Sony Computer Entertainment,1.44,0.83,0.26,0.25,2.78,0.714652956
539,inFAMOUS: Second Son,PS4,2014.00,Action,Sony Computer Entertainment,1.27,0.97,0.07,0.47,2.78,0.714652956
538,Jak II,PS2,2003.00,Platform,Sony Computer Entertainment,1.68,0.74,0,0.36,2.78,0.714652956
544,Saints Row: The Third,X360,2011.00,Action,THQ,1.25,1.15,0.07,0.3,2.77,0.712082262
543,Sonic and the Secret Rings,Wii,2007.00,Platform,Sega,1.24,1.2,0.04,0.3,2.77,0.712082262
542,The Sims,PS2,2003.00,Simulation,Electronic Arts,1.41,1.12,0,0.24,2.77,0.712082262
545,Missile Command,2600,1980.00,Shooter,Atari,2.56,0.17,0,0.03,2.76,0.709511568
546,Mario Paint,SNES,1992.00,Misc,Nintendo,1.43,0.54,0.71,0.07,2.75,0.706940874
547,Assassin's Creed IV: Black Flag,PS4,2013.00,Action,Ubisoft,1.07,1.31,0.06,0.31,2.74,0.70437018
548,Pokémon Stadium 2,N64,2000.00,Strategy,Nintendo,1.02,0.36,1.13,0.23,2.73,0.701799486
549,Metroid,NES,1986.00,Action,Nintendo,1.33,0.31,1.04,0.05,2.73,0.701799486
550,L.A. Noire,X360,2011.00,Adventure,Take-Two Interactive,1.52,0.94,0.02,0.24,2.72,0.699228792
551,Call of Duty 3,X360,2006.00,Shooter,Activision,1.49,0.93,0.02,0.27,2.71,0.696658098
552,The Legend of Zelda: A Link to the Past,GBA,2002.00,Action,Nintendo,1.75,0.52,0.33,0.1,2.7,0.694087404
553,Onimusha: Warlords,PS2,2001.00,Action,Virgin Interactive,0.99,0.48,1.09,0.14,2.7,0.694087404
554,Mortal Kombat X,PS4,2015.00,Fighting,Warner Bros. Interactive Entertainment,1.47,0.76,0,0.47,2.7,0.694087404
555,Mario Party,N64,1998.00,Misc,Nintendo,1.25,0.53,0.87,0.05,2.7,0.694087404
557,LEGO Star Wars II: The Original Trilogy,PS2,2006.00,Action,LucasArts,1.85,0.64,0.01,0.19,2.69,0.69151671
556,Madden NFL 12,X360,2011.00,Sports,Electronic Arts,2.42,0.11,0,0.16,2.69,0.69151671
558,Madden NFL 11,X360,2010.00,Sports,Electronic Arts,2.38,0.12,0,0.18,2.69,0.69151671
559,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010.00,Puzzle,Nintendo,1.63,0.52,0.35,0.18,2.69,0.69151671
564,Final Fantasy XIII-2,PS3,2011.00,Role-Playing,Square Enix,0.78,0.75,0.89,0.26,2.68,0.688946015
561,Burnout 3: Takedown,PS2,2004.00,Racing,Electronic Arts,1.23,1.11,0,0.34,2.68,0.688946015
560,Skate 3,X360,2010.00,Sports,Electronic Arts,1.46,0.98,0,0.24,2.68,0.688946015
563,Need for Speed: Shift,PS3,2009.00,Racing,Electronic Arts,0.69,1.41,0.04,0.53,2.68,0.688946015
562,Yokai Watch 2 Shinuchi,3DS,2014.00,Role-Playing,Level 5,0,0,2.68,0,2.68,0.688946015
565,Mortal Kombat,GEN,1992.00,Fighting,Arena Entertainment,1.95,0.63,0,0.09,2.67,0.686375321
566,Call Of Duty 2: Big Red One,PS2,2005.00,Shooter,Activision,1.48,0.92,0.01,0.26,2.67,0.686375321
567,Guitar Hero: World Tour,X360,2008.00,Misc,Activision,1.78,0.64,0,0.25,2.67,0.686375321
568,Medal of Honor,PS,1998.00,Shooter,Electronic Arts,1.44,1.09,0,0.14,2.67,0.686375321
569,Fable,XB,2004.00,Role-Playing,Microsoft Game Studios,1.99,0.58,0,0.09,2.66,0.683804627
572,Skylanders Giants,Wii,2012.00,Action,Activision,1.56,0.88,0,0.22,2.65,0.681233933
575,Star Wars: Shadows of the Empire,N64,1996.00,Action,Nintendo,2,0.5,0.12,0.03,2.65,0.681233933
574,Super Mario Bros.: The Lost Levels,NES,1986.00,Platform,Nintendo,0,0,2.65,0,2.65,0.681233933
571,Tom Clancy's Splinter Cell,PS2,2003.00,Action,Ubisoft,1.15,1.11,0,0.4,2.65,0.681233933
570,Hannah Montana,DS,2006.00,Action,Disney Interactive Studios,1.59,0.8,0,0.26,2.65,0.681233933
573,Medal of Honor Heroes,PSP,2006.00,Shooter,Electronic Arts,0.86,1.11,0.01,0.66,2.65,0.681233933
576,LEGO Star Wars: The Complete Saga,X360,2007.00,Action,LucasArts,1.53,0.87,0,0.24,2.64,0.678663239
579,Halo Wars,X360,2009.00,Strategy,Microsoft Game Studios,1.53,0.82,0.04,0.24,2.63,0.676092545
580,God of War Collection,PS3,2009.00,Action,Sony Computer Entertainment,1.7,0.46,0.06,0.41,2.63,0.676092545
578,Pac-Man: Adventures in Time,PSP,2006.00,Fighting,Sony Computer Entertainment,0.76,1.1,0.12,0.65,2.63,0.676092545
577,Midnight Club: Street Racing,PS2,2000.00,Racing,Take-Two Interactive,2,0.47,0.02,0.14,2.63,0.676092545
582,Mario Strikers Charged,Wii,2007.00,Sports,Nintendo,1.07,1.06,0.24,0.25,2.62,0.673521851
583,Medal of Honor,X360,2010.00,Shooter,Electronic Arts,1.55,0.81,0.04,0.21,2.62,0.673521851
584,FIFA Soccer 10,X360,2009.00,Sports,Electronic Arts,0.59,1.79,0.01,0.23,2.62,0.673521851
585,NBA 2K12,X360,2011.00,Sports,Take-Two Interactive,2.31,0.14,0.01,0.16,2.62,0.673521851
581,ESPN NFL 2K5,PS2,2004.00,Sports,Sega,2.15,0.12,0,0.36,2.62,0.673521851
586,Style Savvy,DS,2008.00,Simulation,Nintendo,0.63,0.84,0.96,0.19,2.61,0.670951157
587,Harry Potter and the Chamber of Secrets,PS2,2002.00,Action,Electronic Arts,0.9,1.22,0.04,0.44,2.61,0.670951157
589,Streets of Rage,GEN,1990.00,Action,Sega,1.86,0.55,0.11,0.08,2.6,0.668380463
588,Super Mario All-Stars: Limited Edition,Wii,2010.00,Platform,Nintendo,1.02,0.52,0.92,0.14,2.6,0.668380463
591,Ratchet & Clank Future: Tools of Destruction,PS3,2007.00,Platform,Sony Computer Entertainment,0.93,1.12,0.08,0.45,2.59,0.665809769
590,FIFA Soccer 09,PS3,2008.00,Sports,Electronic Arts,0.48,1.63,0.04,0.43,2.59,0.665809769
592,NBA Live 2005,PS2,2004.00,Sports,Electronic Arts,2.03,0.21,0,0.35,2.59,0.665809769
593,LittleBigPlanet,PSP,2009.00,Platform,Sony Computer Entertainment,0.64,1.24,0.01,0.69,2.58,0.663239075
594,Killzone: Shadow Fall,PS4,2013.00,Shooter,Sony Computer Entertainment,0.89,1.33,0.07,0.28,2.58,0.663239075
595,Ghostbusters: The Video Game (DS Version),X360,2009.00,Action,Take-Two Interactive,1.04,1.24,0.03,0.27,2.58,0.663239075
596,Monster Hunter Freedom 2,PSP,2007.00,Role-Playing,Capcom,0.37,0.27,1.75,0.18,2.58,0.663239075
597,WWE SmackDown vs. RAW 2007,PS2,2006.00,Fighting,THQ,1.4,0.88,0.03,0.26,2.58,0.663239075
600,Dragon Age: Origins,X360,2009.00,Role-Playing,Electronic Arts,1.76,0.56,0.03,0.22,2.57,0.66066838
601,Madden NFL 08,PS2,2007.00,Sports,Electronic Arts,2.14,0.08,0,0.35,2.57,0.66066838
598,Ratchet & Clank: Up Your Arsenal,PS2,2004.00,Platform,Sony Computer Entertainment,1.31,0.74,0.31,0.22,2.57,0.66066838
599,Art Academy,DS,2010.00,Misc,Nintendo,0.28,1.68,0.33,0.28,2.57,0.66066838
602,Sonic Adventure 2 Battle,GC,2001.00,Platform,Sega,1.7,0.59,0.21,0.07,2.56,0.658097686
603,Dragon Warrior II,NES,1987.00,Role-Playing,Enix Corporation,0.15,0,2.41,0,2.56,0.658097686
604,Madden NFL 13,PS3,2012.00,Sports,Electronic Arts,2.11,0.23,0,0.22,2.56,0.658097686
607,Madden NFL 09,X360,2008.00,Sports,Electronic Arts,2.21,0.12,0,0.2,2.54,0.652956298
606,Deca Sports,Wii,2008.00,Sports,Konami Digital Entertainment,1.13,0.87,0.29,0.25,2.54,0.652956298
605,Pokémon Colosseum,GC,2003.00,Role-Playing,Nintendo,1.21,0.57,0.7,0.07,2.54,0.652956298
608,Space Invaders,2600,,Shooter,Atari,2.36,0.14,0,0.03,2.53,0.650385604
609,Crazy Taxi,PS2,2001.00,Racing,Acclaim Entertainment,1.13,1.12,0.06,0.22,2.52,0.64781491
610,Perfect Dark,N64,2000.00,Action,Nintendo,1.55,0.75,0.16,0.06,2.52,0.64781491
611,Game Party,Wii,2007.00,Misc,Midway Games,1.5,0.78,0,0.24,2.52,0.64781491
612,Dragon Warrior,NES,1986.00,Role-Playing,Capcom,0.49,0,0.52,1.51,2.52,0.64781491
613,Tomb Raider (2013),PS3,2013.00,Action,Square Enix,0.6,1.31,0.08,0.52,2.51,0.645244216
614,Marvel: Ultimate Alliance,X360,2006.00,Role-Playing,Activision,2.29,0.02,0,0.19,2.5,0.642673522
615,PES 2009: Pro Evolution Soccer,PS2,2008.00,Sports,Konami Digital Entertainment,0.13,0.07,0.26,2.05,2.5,0.642673522
616,Mario Party 2,N64,1999.00,Misc,Nintendo,1.28,0.14,1.08,0.01,2.5,0.642673522
